recordid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
6404,414,18,1,36,2,15,18,18,12,7,12,390,1,-0.03,0,30,4,10,20,20,10,10,30,1,6,8,8,6,8,NA,6,6,2,29,business,8,Princeton,"1,460.00","27,230.00",2,2,10,New Jersey,"10,021","55,080.00",6,1,1,business,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,NA,95,1,1,1,1,1,15,15,15,15,15,25,95,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,5,4,3,0,5,0,2,2,95,1,1,1,1,1,8,10,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6407,414,18,1,36,2,15,18,3,12,10,15,393,1,-0.51,1,22,2,8,20,25,25,12,10,1,7,7,7,6,7,6,6,6,2,29,business,8,Princeton,"1,460.00","27,230.00",2,2,10,New Jersey,"10,021","55,080.00",6,1,1,business,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,NA,95,1,1,1,1,1,15,15,15,15,15,25,95,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,10,7,7,6,9,4,2,2,95,1,1,1,1,1,8,10,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6410,414,18,1,36,2,15,18,6,12,13,18,396,1,-0.56,0,25,4,15,18,18,18,15,16,1,5,9,9,6,9,5,7,4,2,29,business,8,Princeton,"1,460.00","27,230.00",2,2,10,New Jersey,"10,021","55,080.00",6,1,1,business,7,10,5,9,5,0,0,5,5,0,8,7,0,0,0,1,2,0,5,NA,95,1,1,1,1,1,15,15,15,15,15,25,95,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,8,6,8,4,6,1,2,2,95,1,1,1,1,1,8,10,8,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6422,415,19,1,37,2,15,18,18,19,18,12,390,1,0.64,0,30,4,10,20,20,10,10,30,1,4,6,6,6,6,NA,4,8,2,31,MBA,8,GA Tech,"1,331.00","12,350.00",2,3,1,"Atlanta, GA","30,066","52,318.00",1,4,2,Trader,7,1,1,6,6,7,5,1,1,3,10,1,6,6,3,7,1,1,4,NA,10,20,40,10,10,10,20,10,10,30,10,20,20,10,10,30,10,20,7,8,4,10,8,7,4,10,3,10,1,5,5,5,5,5,5,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,20,20,20,10,20,10,20,10,20,10,20,20,20,10,20,10,20,20,20,10,20,10,20,20,7,9,10,5,5,2,3,2,3,2,1,1,0,NA,NA,20,20,20,10,20,10,20,20,20,10,20,10,20,20,20,10,20,10,20,20,20,10,20,10,8,8,10,7,9,7,7,10,5,10
6429,416,1,0,1,1,16,8,2,2,2,1,422,1,0.47,0,26,2,30,25,20,10,10,5,1,9,9,9,8,9,8,9,9,2,25,Psychology,3,Harvard,"1,400.00","26,019.00",3,3,3,Miami,"33,156","62,844.00",6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,NA,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,6,8,7,4,5,5,2,2,15,15,20,20,15,15,6,7,8,9,6,5,3,3,20,15,15,15,10,25,20,10,20,15,10,25,30,10,15,20,10,15,30,10,15,20,10,15,6,7,8,8,7,6,7,8,8,7,0,5,1,1,NA,15,15,20,15,15,20,20,10,15,20,15,20,20,15,20,15,15,15,25,15,10,25,10,15,6,6,7,8,7,6,6,7,8,6
6430,416,1,0,1,1,16,8,2,2,3,2,423,1,0.34,0,30,2,30,20,30,10,5,5,1,6,8,7,7,6,7,7,7,2,25,Psychology,3,Harvard,"1,400.00","26,019.00",3,3,3,Miami,"33,156","62,844.00",6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,NA,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,7,8,7,5,5,5,2,2,15,15,20,20,15,15,6,7,8,9,6,5,3,3,20,15,15,15,10,25,20,10,20,15,10,25,30,10,15,20,10,15,30,10,15,20,10,15,6,7,8,8,7,6,7,8,8,7,0,5,1,1,NA,15,15,20,15,15,20,20,10,15,20,15,20,20,15,20,15,15,15,25,15,10,25,10,15,6,6,7,8,7,6,6,7,8,6
6431,416,1,0,1,1,16,8,2,2,6,3,424,1,-0.13,0,24,4,17,16,17,17,17,16,1,9,8,7,8,9,8,8,7,2,25,Psychology,3,Harvard,"1,400.00","26,019.00",3,3,3,Miami,"33,156","62,844.00",6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,NA,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,8,7,6,6,5,5,2,2,15,15,20,20,15,15,6,7,8,9,6,5,3,3,20,15,15,15,10,25,20,10,20,15,10,25,30,10,15,20,10,15,30,10,15,20,10,15,6,7,8,8,7,6,7,8,8,7,0,5,1,1,NA,15,15,20,15,15,20,20,10,15,20,15,20,20,15,20,15,15,15,25,15,10,25,10,15,6,6,7,8,7,6,6,7,8,6
6433,416,1,0,1,1,16,8,2,2,4,5,426,1,0.55,0,24,2,25,7,35,20,8,5,1,8,6,5,8,5,8,8,7,2,25,Psychology,3,Harvard,"1,400.00","26,019.00",3,3,3,Miami,"33,156","62,844.00",6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,NA,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,7,7,7,4,4,5,2,2,15,15,20,20,15,15,6,7,8,9,6,5,3,3,20,15,15,15,10,25,20,10,20,15,10,25,30,10,15,20,10,15,30,10,15,20,10,15,6,7,8,8,7,6,7,8,8,7,0,5,1,1,NA,15,15,20,15,15,20,20,10,15,20,15,20,20,15,20,15,15,15,25,15,10,25,10,15,6,6,7,8,7,6,6,7,8,6
6435,416,1,0,1,1,16,8,2,2,5,7,428,1,0.41,0,27,4,60,10,10,10,10,0,1,8,7,8,7,7,NA,7,5,2,25,Psychology,3,Harvard,"1,400.00","26,019.00",3,3,3,Miami,"33,156","62,844.00",6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,NA,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,8,7,8,6,5,5,2,2,15,15,20,20,15,15,6,7,8,9,6,5,3,3,20,15,15,15,10,25,20,10,20,15,10,25,30,10,15,20,10,15,30,10,15,20,10,15,6,7,8,8,7,6,7,8,8,7,0,5,1,1,NA,15,15,20,15,15,20,20,10,15,20,15,20,20,15,20,15,15,15,25,15,10,25,10,15,6,6,7,8,7,6,6,7,8,6
6436,416,1,0,1,1,16,8,2,2,8,8,429,1,0.52,0,27,2,55,10,15,15,5,0,1,8,8,8,9,9,6,8,6,2,25,Psychology,3,Harvard,"1,400.00","26,019.00",3,3,3,Miami,"33,156","62,844.00",6,4,1,Clinical Psychologist,3,4,1,8,8,7,6,6,1,8,7,8,5,7,5,10,4,3,3,NA,15,20,30,20,5,10,30,10,10,30,10,10,30,10,10,30,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,6,8,7,5,5,5,2,2,15,15,20,20,15,15,6,7,8,9,6,5,3,3,20,15,15,15,10,25,20,10,20,15,10,25,30,10,15,20,10,15,30,10,15,20,10,15,6,7,8,8,7,6,7,8,8,7,0,5,1,1,NA,15,15,20,15,15,20,20,10,15,20,15,20,20,15,20,15,15,15,25,15,10,25,10,15,6,6,7,8,7,6,6,7,8,6
6437,417,2,0,3,1,16,8,8,8,8,1,422,1,0.71,1,26,2,30,25,20,10,10,5,1,8,9,8,8,8,9,9,9,2,29,Psychology,3,University of Heidelberg,,,2,1,1,Greece/Germany,,,1,5,3,Clinical Psychologist,3,6,1,4,5,8,8,8,3,5,7,2,6,7,7,6,3,8,5,NA,20,20,20,10,10,20,25,10,10,20,15,20,25,10,10,20,15,20,7,8,4,8,8,7,8,8,4,8,1,6,7,7,6,8,6,7,7,2,3,15,15,15,15,10,30,7,9,8,6,9,7,1,1,20,15,15,10,10,20,20,15,15,10,10,30,20,15,10,15,10,30,20,15,10,15,10,30,7,9,8,4,9,7,8,8,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6453,419,4,0,7,1,16,8,4,4,4,1,422,1,0.4,1,26,2,30,25,20,10,10,5,1,8,9,9,7,9,7,7,8,2,28,Social Work,11,Bennington College,"1,191.00","25,000.00",2,0,1,Colorado,"80,220","29,236.00",4,2,1,Social Work Policy,11,6,2,5,8,5,6,5,2,9,9,8,9,9,6,6,4,7,5,NA,5,30,20,10,5,30,50,5,10,20,5,10,50,10,5,10,5,20,9,8,5,9,3,8,8,9,3,8,1,4,7,6,6,5,8,6,8,2,3,20,20,20,10,5,25,8,8,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6461,420,5,0,9,1,16,8,3,3,3,1,422,1,0.72,1,26,2,30,25,20,10,10,5,1,9,9,9,9,8,9,9,8,2,22,Social Work,11,Notre Dame,"1,360.00","24,497.00",2,1,1,Indiana,"47,920","31,486.00",5,4,2,Social Worker,11,8,4,5,10,8,8,7,4,3,9,7,8,7,4,5,6,4,5,NA,10,10,40,10,15,15,25,10,10,15,25,15,35,5,15,25,5,15,8,9,7,10,7,8,8,10,9,9,1,10,10,10,9,10,10,9,8,2,2,10,10,40,15,10,15,8,9,10,8,9,8,3,3,15,20,30,10,15,10,10,15,40,10,10,15,25,15,10,15,20,15,30,10,15,25,10,10,8,9,10,8,9,8,10,9,7,9,0,2,1,1,NA,10,20,25,15,15,15,25,15,15,10,15,20,25,15,15,20,15,10,30,10,15,20,10,15,9,10,10,8,8,8,10,10,8,9
6463,420,5,0,9,1,16,8,3,3,7,3,424,1,-0.09,0,24,4,17,16,17,17,17,16,1,7,7,7,8,8,7,7,6,2,22,Social Work,11,Notre Dame,"1,360.00","24,497.00",2,1,1,Indiana,"47,920","31,486.00",5,4,2,Social Worker,11,8,4,5,10,8,8,7,4,3,9,7,8,7,4,5,6,4,5,NA,10,10,40,10,15,15,25,10,10,15,25,15,35,5,15,25,5,15,8,9,7,10,7,8,8,10,9,9,1,8,9,9,8,9,7,8,7,2,2,10,10,40,15,10,15,8,9,10,8,9,8,3,3,15,20,30,10,15,10,10,15,40,10,10,15,25,15,10,15,20,15,30,10,15,25,10,10,8,9,10,8,9,8,10,9,7,9,0,2,1,1,NA,10,20,25,15,15,15,25,15,15,10,15,20,25,15,15,20,15,10,30,10,15,20,10,15,9,10,10,8,8,8,10,10,8,9
6470,421,6,0,11,1,16,8,1,1,2,2,423,1,-0.19,0,30,2,30,20,30,10,5,5,1,7,8,6,7,7,6,8,7,2,25,Social Work,11,CSUN,914,"9,790.00",4,5,5,California,"91,011","78,704.00",1,4,3,Social Worker,11,1,1,1,8,5,5,1,5,5,5,8,10,10,5,10,10,5,7,NA,20,10,30,20,10,10,30,10,30,10,10,10,30,10,20,20,10,10,7,7,6,6,6,7,7,6,6,6,1,7,8,9,6,9,NA,8,6,2,2,20,15,30,10,15,10,7,7,6,7,7,5,3,3,NA,NA,NA,NA,NA,NA,20,15,30,15,15,5,30,20,20,10,10,10,30,20,10,20,10,10,7,8,6,6,6,7,7,6,6,6,0,1,0,NA,NA,20,10,30,5,30,5,30,15,30,5,15,5,30,10,20,10,20,10,30,10,20,10,20,10,8,8,6,6,7,7,7,6,6,6
6475,421,6,0,11,1,16,8,1,1,4,7,428,1,0.48,1,27,4,60,10,10,10,10,0,1,8,6,6,7,6,8,6,5,2,25,Social Work,11,CSUN,914,"9,790.00",4,5,5,California,"91,011","78,704.00",1,4,3,Social Worker,11,1,1,1,8,5,5,1,5,5,5,8,10,10,5,10,10,5,7,NA,20,10,30,20,10,10,30,10,30,10,10,10,30,10,20,20,10,10,7,7,6,6,6,7,7,6,6,6,1,7,8,9,8,9,9,8,8,2,2,20,15,30,10,15,10,7,7,6,7,7,5,3,3,NA,NA,NA,NA,NA,NA,20,15,30,15,15,5,30,20,20,10,10,10,30,20,10,20,10,10,7,8,6,6,6,7,7,6,6,6,0,1,0,NA,NA,20,10,30,5,30,5,30,15,30,5,15,5,30,10,20,10,20,10,30,10,20,10,20,10,8,8,6,6,7,7,7,6,6,6
6477,422,1,1,2,1,16,6,2,1,2,1,416,1,0.47,0,25,3,15,20,30,20,5,10,1,6,7,6,8,7,4,5,5,2,26,Fundraising Management,8,Yeshiva University,,"14,600.00",2,6,7,Florida,"33,021","31,632.00",2,4,2,Fundraising for Non-Profits,7,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,NA,30,25,20,10,10,5,45,5,10,20,10,10,30,20,15,15,15,5,8,10,8,8,8,7,9,9,7,8,1,9,9,9,8,9,8,9,9,2,4,30,15,10,10,10,5,8,10,8,7,8,7,3,1,30,25,10,5,10,15,30,25,15,10,15,5,30,20,10,15,15,10,30,20,15,10,15,10,8,10,8,8,8,7,9,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6478,422,1,1,2,1,16,6,8,1,6,2,417,1,0.71,1,29,2,20,20,20,10,10,20,1,6,7,7,6,8,6,7,7,2,26,Fundraising Management,8,Yeshiva University,,"14,600.00",2,6,7,Florida,"33,021","31,632.00",2,4,2,Fundraising for Non-Profits,7,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,NA,30,25,20,10,10,5,45,5,10,20,10,10,30,20,15,15,15,5,8,10,8,8,8,7,9,9,7,8,1,8,9,8,8,8,9,9,9,2,4,30,15,10,10,10,5,8,10,8,7,8,7,3,1,30,25,10,5,10,15,30,25,15,10,15,5,30,20,10,15,15,10,30,20,15,10,15,10,8,10,8,8,8,7,9,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6480,422,1,1,2,1,16,6,4,1,4,4,419,1,0.4,1,28,2,5,30,20,10,5,30,1,4,7,6,6,5,8,6,8,2,26,Fundraising Management,8,Yeshiva University,,"14,600.00",2,6,7,Florida,"33,021","31,632.00",2,4,2,Fundraising for Non-Profits,7,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,NA,30,25,20,10,10,5,45,5,10,20,10,10,30,20,15,15,15,5,8,10,8,8,8,7,9,9,7,8,1,8,9,9,7,9,7,7,8,2,4,30,15,10,10,10,5,8,10,8,7,8,7,3,1,30,25,10,5,10,15,30,25,15,10,15,5,30,20,10,15,15,10,30,20,15,10,15,10,8,10,8,8,8,7,9,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6481,422,1,1,2,1,16,6,3,1,3,5,420,1,0.72,1,22,2,10,10,40,10,15,15,1,10,10,10,9,10,10,9,8,2,26,Fundraising Management,8,Yeshiva University,,"14,600.00",2,6,7,Florida,"33,021","31,632.00",2,4,2,Fundraising for Non-Profits,7,7,2,8,9,9,9,10,2,4,7,5,9,8,6,6,7,9,8,NA,30,25,20,10,10,5,45,5,10,20,10,10,30,20,15,15,15,5,8,10,8,8,8,7,9,9,7,8,1,9,9,9,9,8,9,9,8,2,4,30,15,10,10,10,5,8,10,8,7,8,7,3,1,30,25,10,5,10,15,30,25,15,10,15,5,30,20,10,15,15,10,30,20,15,10,15,10,8,10,8,8,8,7,9,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6483,423,2,1,4,1,16,6,2,8,3,1,416,1,0.34,0,25,3,15,20,30,20,5,10,1,7,5,7,8,7,5,5,5,2,30,Business,8,Yale,"1,450.00","26,100.00",2,1,1,Canada,,,2,4,1,Money Management,7,9,2,9,8,7,7,7,6,5,9,5,5,8,7,5,5,4,6,NA,30,20,30,10,5,5,40,10,10,20,10,10,20,10,20,10,35,5,7,9,8,9,9,7,8,9,9,8,1,6,8,7,7,6,7,7,7,2,3,30,10,20,10,20,10,8,8,9,8,9,6,1,1,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,30,10,10,20,20,10,20,10,30,10,20,10,7,7,9,8,9,7,7,8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6488,423,2,1,4,1,16,6,1,8,2,6,421,1,-0.19,0,25,4,20,10,30,20,10,10,1,7,8,9,6,9,NA,8,6,2,30,Business,8,Yale,"1,450.00","26,100.00",2,1,1,Canada,,,2,4,1,Money Management,7,9,2,9,8,7,7,7,6,5,9,5,5,8,7,5,5,4,6,NA,30,20,30,10,5,5,40,10,10,20,10,10,20,10,20,10,35,5,7,9,8,9,9,7,8,9,9,8,1,7,8,6,7,7,6,8,7,2,3,30,10,20,10,20,10,8,8,9,8,9,6,1,1,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,30,10,10,20,20,10,20,10,30,10,20,10,7,7,9,8,9,7,7,8,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6489,424,3,1,6,1,16,6,2,5,4,1,416,1,-0.13,0,25,3,15,20,30,20,5,10,1,6,7,8,7,6,6,5,5,2,24,Biomedical Engineering,5,"Bombay, India",,,4,4,4,TN,0,,2,6,3,Research,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,NA,17,16,17,17,17,16,25,15,15,15,15,15,25,15,15,15,15,15,7,7,7,7,7,6,8,7,8,7,1,9,8,7,8,9,8,8,7,2,2,16,16,16,20,16,16,7,7,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6493,424,3,1,6,1,16,6,3,5,5,5,420,1,-0.09,0,22,2,10,10,40,10,15,15,1,8,9,9,8,9,7,8,7,2,24,Biomedical Engineering,5,"Bombay, India",,,4,4,4,TN,0,,2,6,3,Research,2,7,7,7,7,5,5,6,7,5,5,7,5,8,5,7,8,5,6,NA,17,16,17,17,17,16,25,15,15,15,15,15,25,15,15,15,15,15,7,7,7,7,7,6,8,7,8,7,1,7,7,7,8,8,7,7,6,2,2,16,16,16,20,16,16,7,7,7,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6501,426,5,1,10,1,16,6,2,7,3,1,416,1,0.55,0,25,3,15,20,30,20,5,10,1,5,4,7,7,7,4,4,5,2,24,MBA,8,John Hopkins,"1,410.00","26,720.00",2,4,7,New Jersey,"7,410",,2,2,1,Lobbyist,13,7,2,7,8,6,4,3,2,6,5,3,7,6,6,6,4,2,7,NA,25,7,35,20,8,5,60,5,5,20,5,5,30,3,40,4,20,3,8,8,8,10,9,7,6,10,6,8,1,8,6,5,8,5,8,8,7,2,2,25,7,35,15,8,7,8,7,10,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6513,428,7,1,13,1,16,6,2,6,4,1,416,1,0.41,0,25,3,15,20,30,20,5,10,1,5,7,8,7,8,6,5,5,2,27,MBA,8,University of Chicago,,"26,775.00",4,8,8,New York,"11,432","35,224.00",3,2,1,Management Consulting,7,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3,8,NA,60,10,10,10,10,0,50,10,10,10,10,10,50,10,10,10,10,10,8,8,7,9,9,8,8,8,8,10,1,8,7,8,7,7,NA,7,5,2,2,50,10,10,10,10,10,7,8,9,7,8,7,3,1,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,40,12,12,12,12,12,8,8,8,8,8,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6518,428,7,1,13,1,16,6,1,6,3,6,421,1,0.48,1,25,4,20,10,30,20,10,10,1,7,8,9,8,9,9,8,8,2,27,MBA,8,University of Chicago,,"26,775.00",4,8,8,New York,"11,432","35,224.00",3,2,1,Management Consulting,7,6,5,5,9,6,7,6,5,6,7,5,6,7,5,7,7,3,8,NA,60,10,10,10,10,0,50,10,10,10,10,10,50,10,10,10,10,10,8,8,7,9,9,8,8,8,8,10,1,8,6,6,7,6,8,6,5,2,2,50,10,10,10,10,10,7,8,9,7,8,7,3,1,50,10,10,10,10,10,50,10,10,10,10,10,50,10,10,10,10,10,40,12,12,12,12,12,8,8,8,8,8,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6519,429,8,1,14,1,16,6,2,3,6,1,416,1,0.52,0,25,3,15,20,30,20,5,10,1,7,7,6,8,7,5,5,5,2,27,Business,8,Duquesne University,"1,080.00","17,478.00",2,1,1,"Pittsburgh, PA","15,146","36,381.00",2,2,2,Investment Management,7,7,8,8,9,8,8,8,6,7,9,8,8,8,8,8,7,6,7,NA,55,10,15,15,5,0,75,5,5,5,5,5,25,15,15,15,15,15,8,8,9,9,8,8,7,9,9,8,1,8,8,8,9,9,6,8,6,2,3,50,10,10,10,10,10,7,9,9,9,9,7,1,3,50,15,10,10,5,10,50,10,10,10,10,10,50,10,10,10,10,10,35,15,15,15,15,5,6,9,9,9,9,6,8,9,9,9,1,1,0,NA,NA,50,10,10,10,10,10,60,10,10,10,5,5,50,10,10,10,10,10,45,15,15,10,10,10,7,7,8,8,8,6,6,7,7,7
