"","recordid","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"4339",5190,350,10,0,19,2,14,18,3,3,11,4,364,0,0.08,0,27,3,25,25,25,15,10,0,0,6,9,9,8,9,7,7,6,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,5,8,6,6,5,7,6,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4340",5191,350,10,0,19,2,14,18,3,3,7,5,365,0,0.29,1,30,2,31.58,10.53,15.79,21.05,10.53,10.53,1,9,6,6,7,6,8,8,7,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,7,8,7,9,7,7,7,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4341",5193,350,10,0,19,2,14,18,3,3,3,7,367,0,-0.13,1,27,2,30,15,20,25,5,5,1,7,7,6,7,6,6,7,6,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,6,9,9,6,8,9,7,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4342",5195,350,10,0,19,2,14,18,3,3,5,9,369,0,0.18,1,25,2,17,18,28,27,5,5,1,8,8,10,9,10,5,6,4,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,5,1,4,4,5,1,3,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4343",5196,350,10,0,19,2,14,18,3,3,17,10,370,0,-0.09,1,28,2,50,10,10,10,10,10,0,8,7,7,7,9,6,8,7,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,1,8,8,8,8,8,7,7,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4344",5197,350,10,0,19,2,14,18,3,3,2,11,371,0,0.22,1,27,2,40,0,10,50,0,0,1,7,8,7,6,5,5,7,10,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,8,7,7,7,5,5,5,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4345",5198,350,10,0,19,2,14,18,3,3,15,12,372,0,0.09,1,27,2,30,15,15,20,5,15,1,9,8,7,6,5,5,7,5,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,6,6,7,6,6,5,5,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4346",5200,350,10,0,19,2,14,18,3,3,8,14,374,0,0.07,0,30,4,50,10,10,10,5,15,0,6,5,6,7,6,5,5,6,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,4,6,7,4,8,3,4,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4347",5201,350,10,0,19,2,14,18,3,3,4,15,375,0,-0.23,1,27,2,30,20,15,15,8,12,1,7,7,8,7,6,6,7,7,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,9,6,6,6,5,3,5,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4348",5202,350,10,0,19,2,14,18,3,3,6,16,376,0,0.31,0,25,4,30,10,15,20,15,10,0,6,9,7,4,5,5,5,5,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,1,6,8,8,7,9,6,7,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4349",5203,350,10,0,19,2,14,18,3,3,13,17,377,0,-0.21,0,26,4,25,20,10,20,15,10,0,7,8,9,6,6,4,5,5,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,5,5,6,4,6,3,3,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4350",5204,350,10,0,19,2,14,18,3,3,14,18,378,0,0.25,1,29,2,25,15,20,20,10,10,1,8,8,6,8,9,7,7,7,2,31,"Applied Physiology & Nutrition",10,"University of Akron, OH","1,014.00","11,132.00",2,9,5,"New Jersey","7,760","",2,7,3,"Private practice Dietician",4,9,2,10,9,8,8,8,7,7,9,9,9,9,9,9,5,7,6,NA,12,25,25,8,15,15,15,15,15,15,25,15,30,5,10,25,5,25,7,10,6,8,8,7,9,7,4,8,0,7,7,7,8,7,7,6,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4351",5205,351,11,0,21,2,14,18,11,11,8,1,361,0,0.8,0,34,2,30,20,30,5,5,10,0,5,9,9,5,5,1,5,1,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4352",5207,351,11,0,21,2,14,18,11,11,17,3,363,0,0.11,1,23,4,25,20,20,20,5,10,0,7,7,6,6,7,6,7,5,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7,7,7,7,7,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4353",5209,351,11,0,21,2,14,18,11,11,15,5,365,0,0.72,0,30,2,31.58,10.53,15.79,21.05,10.53,10.53,0,7,7,6,5,5,4,5,5,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,6,6,6,6,7,6,7,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4354",5210,351,11,0,21,2,14,18,11,11,18,6,366,0,0.64,0,27,2,14,18,17,16,15,20,0,6,8,8,6,6,7,7,5,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,8,8,8,8,8,8,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4355",5211,351,11,0,21,2,14,18,11,11,11,7,367,0,-0.23,0,27,2,30,15,20,25,5,5,0,8,6,5,4,4,4,5,4,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7,7,7,7,8,8,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4356",5212,351,11,0,21,2,14,18,11,11,9,8,368,0,0.24,0,24,6,20,10,25,20,10,15,1,8,7,7,7,7,6,6,6,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,0,7,7,7,7,7,7,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4357",5214,351,11,0,21,2,14,18,11,11,7,10,370,0,0.15,0,28,2,50,10,10,10,10,10,0,3,7,7,1,6,1,2,3,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,9,8,8,7,7,9,7,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4358",5215,351,11,0,21,2,14,18,11,11,10,11,371,0,0.05,0,27,2,40,0,10,50,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,0,3,3,3,2,3,0,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4359",5216,351,11,0,21,2,14,18,11,11,5,12,372,0,0.43,0,27,2,30,15,15,20,5,15,0,7,9,7,4,4,3,4,4,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7,6,7,7,5,7,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4360",5218,351,11,0,21,2,14,18,11,11,16,14,374,0,0.25,1,30,4,50,10,10,10,5,15,0,7,6,5,5,5,6,7,7,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7,7,7,7,7,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4361",5220,351,11,0,21,2,14,18,11,11,14,16,376,0,0.24,1,25,4,30,10,15,20,15,10,0,5,9,6,5,6,5,5,7,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,1,7,7,8,7,7,7,8,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4362",5221,351,11,0,21,2,14,18,11,11,3,17,377,0,-0.4,1,26,4,25,20,10,20,15,10,0,8,8,8,5,8,4,5,3,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,0,5,6,7,5,7,8,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4363",5222,351,11,0,21,2,14,18,11,11,4,18,378,0,0.08,0,29,2,25,15,20,20,10,10,0,8,7,7,6,5,4,8,7,2,35,"music education",9,"ucla","1,290.00","15,309.00",4,1,3,"Taiwan","90,504","",2,5,4,"music educator, performer",2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,NA,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,0,5,7,7,7,7,7,6,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,NA,NA,NA,NA,NA,NA,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
